PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,SortKey,GameID,PGN
I5eYK,1r2r1k1/5pp1/p6Q/2p1q3/4p3/1P4R1/P1P2PPP/R5K1 w - - 1 30,a1e1 e5g3 h2g3 g7h6,1523,75,95,21029,crushing endgame short,https://lichess.org/F3jhMBxB#58,,1997755,F3jhMBxB,1. e4 e5 2. Nf3 d6 3. Be2 Nf6 4. Nc3 Nbd7 5. d4 a6 6. Bg5 Be7 7. d5 O-O 8. O-O h6 9. Bh4 c6 10. dxc6 bxc6 11. Bxf6 Bxf6 12. Qxd6 Bb7 13. Qb4 Rb8 14. Qa3 Nb6 15. b3 Be7 16. Qb2 Bf6 17. Rfd1 Qc7 18. Qa3 Be7 19. Qc1 Nd7 20. Bc4 Nf6 21. Nh4 c5 22. Ng6 Rfe8 23. Nxe7+ Qxe7 24. Bd5 Bxd5 25. Nxd5 Nxd5 26. exd5 Qd6 27. Rd3 e4 28. Rg3 Qxd5 29. Qxh6 Qe5 *
siGCQ,2k4r/pp3p2/2pppq2/8/2PQ4/3PPbP1/PP3P2/R4KRr w - - 7 28,d4f6 h1g1 f1g1 h8h1,986,81,95,13917,attraction endgame mate mateIn2 short,https://lichess.org/FykJBnYp#54,,1322115,FykJBnYp,1. c4 d6 2. Nf3 c6 3. g3 Nd7 4. Bg2 h6 5. d3 g5 6. O-O Bg7 7. Nc3 g4 8. Nh4 Bf6 9. Nf5 Nf8 10. Ne4 Bxf5 11. Nxf6+ Nxf6 12. Bf4 h5 13. Qd2 Ne6 14. Bg5 Nxg5 15. Qxg5 Bg6 16. h4 gxh3 17. Bxh3 Ng4 18. Bxg4 hxg4 19. Qxg4 e6 20. Kg2 Qe7 21. Rh1 O-O-O 22. Rhc1 Bh5 23. Qe4 Rh6 24. e3 Rdh8 25. Rg1 Qf6 26. Qd4 Bf3+ 27. Kf1 Rh1 *
q80fo,1R1B2k1/5p2/p7/P2pP2p/5PbP/r2n1BK1/8/8 b - - 3 34,d3e5 d8e7 g8h7 e7a3,1423,79,95,17794,advantage discoveredAttack endgame short,https://lichess.org/ZBAKQI79/black#67,,1690430,ZBAKQI79,1. e4 e6 2. d4 Nf6 3. Nc3 d5 4. e5 Nfd7 5. f4 a6 6. Nf3 c5 7. Be3 Nc6 8. Qd2 cxd4 9. Nxd4 Bb4 10. Be2 Qa5 11. O-O Bxc3 12. Qxc3 Qxc3 13. bxc3 O-O 14. a4 Rd8 15. a5 Nf8 16. Nxc6 bxc6 17. Rab1 Nd7 18. c4 c5 19. cxd5 exd5 20. Bf3 Rb8 21. Rxb8 Nxb8 22. Bxc5 Be6 23. Bd6 Nc6 24. Bc7 Rc8 25. Bb6 Nb4 26. Rd1 Rxc2 27. g4 Rc3 28. Kg2 Nd3 29. Kg3 g6 30. h4 Ra3 31. Bd8 h5 32. gxh5 gxh5 33. Rb1 Bg4 34. Rb8 *
sXdCc,2rqk2r/pp2nppp/1b2pn2/3p1b2/1P1P4/P1N1PNP1/1B3PBP/R2Q1RK1 w k - 5 13,c3a4 f5c2 d1e2 c2a4,1495,75,96,20986,advantage interference middlegame short,https://lichess.org/5lXKicx3#24,Queens_Gambit_Declined Queens_Gambit_Declined_Baltic_Defense,2014656,5lXKicx3,1. Nf3 d5 2. d4 Bf5 3. c4 c6 4. Nc3 e6 5. cxd5 cxd5 6. g3 Bb4 7. Bg2 Nc6 8. a3 Ba5 9. b4 Bb6 10. e3 Rc8 11. Bb2 Nf6 12. O-O Ne7 *
WTgo5,2kr1b1r/pp3pp1/4pn1p/P1BPq3/1nB1P3/2N2P2/1P4PP/R2QK2R w KQ - 0 15,c5d4 e5d4 d1d4 b4c2 e1f2 c2d4,1537,73,95,20846,advantage attraction exposedKing fork long middlegame sacrifice,https://lichess.org/IsFOYbco#28,Queens_Gambit_Accepted Queens_Gambit_Accepted_Normal_Variation,1980370,IsFOYbco,1. d4 d5 2. c4 dxc4 3. Nf3 Be6 4. e4 c6 5. a4 Nf6 6. Nc3 Na6 7. Ng5 Qd7 8. a5 h6 9. Nxe6 Qxe6 10. f3 O-O-O 11. Be3 c5 12. d5 Qe5 13. Bxc4 Nb4 14. Bxc5 e6 *
uYUoU,4r3/1p3Qbk/p1q1p1p1/2p5/4P3/1P4RP/5PP1/6K1 b - - 2 29,e6e5 g3g4 g6g5 g4g5 c6h6 g5h5,1837,72,95,13034,advantage endgame long pin,https://lichess.org/l4tPi1EL/black#57,,1238230,l4tPi1EL,1. e4 c5 2. Bc4 d6 3. Qf3 Nf6 4. Nc3 Nc6 5. Nge2 Bg4 6. Qe3 g6 7. h3 Bxe2 8. Qxe2 Nd4 9. Qd3 Bg7 10. Nd5 Nxd5 11. Bxd5 Qb6 12. Bb3 Nxb3 13. axb3 a6 14. O-O O-O 15. Re1 Qb5 16. Qd5 Rfd8 17. d3 e6 18. Qg5 Qc6 19. Ra2 d5 20. Bd2 dxe4 21. dxe4 h6 22. Qh4 Rxd2 23. c3 Bxc3 24. Qxh6 Rxb2 25. Rxb2 Bxb2 26. Re3 Bg7 27. Qf4 Kh7 28. Qxf7 Re8 29. Rg3 *
drICR,3r2k1/2b1r3/pp1q2p1/3p1pQp/3B3P/2P2pP1/PP5N/3RR1K1 w - - 0 33,g5e7 d6g3 g1f1 g3g2,1231,75,97,13733,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/DaKLgW2P#64,,1332101,DaKLgW2P,1. d4 e6 2. Nf3 c6 3. e3 d5 4. c3 Nf6 5. Bd3 Bd6 6. Nbd2 O-O 7. e4 Re8 8. e5 Be7 9. exf6 Bxf6 10. O-O Qe7 11. Re1 c5 12. dxc5 Qxc5 13. Ne5 Qd6 14. Nef3 Nc6 15. h3 b6 16. Qe2 e5 17. Bb5 Bb7 18. Nh2 e4 19. Nb3 Re7 20. Be3 Rae8 21. Nd4 a6 22. Nxc6 Bxc6 23. Bxc6 Qxc6 24. Qd2 Be5 25. Rad1 Rd8 26. Bd4 Bc7 27. Qg5 f6 28. Qd2 Qd6 29. g3 h5 30. h4 f5 31. Qg5 g6 32. f4 exf3 *
mTGx4,rn2k2r/pp3ppp/2p5/q2bb3/B2Pn3/2N1Q3/PPP2PPP/R1B1K2R w KQkq - 0 17,d4e5 e4c3 e3c3 a5a4,1295,74,95,20759,advantage capturingDefender opening short,https://lichess.org/gTXXPMKC#32,Russian_Game Russian_Game_Other_variations,1972105,gTXXPMKC,1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. Bc4 d5 6. Qe2 Bf5 7. Bb3 Be7 8. Qb5+ Bd7 9. Qxd5 Nd6 10. Ne5 Be6 11. Ba4+ c6 12. Qf3 Bf6 13. d4 Bd5 14. Qg3 Ne4 15. Qe3 Qa5+ 16. Nc3 Bxe5 *
cIyF2,r3kb1r/p4ppp/2p1p3/2pp4/4nP1q/1PN1PQ1P/PBPP2P1/R3K2R w KQkq - 2 11,e1e2 e4g3 e2f2 g3h1,1330,75,95,13669,crushing doubleCheck fork middlegame short,https://lichess.org/M2HfM9dm#20,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation,1298555,M2HfM9dm,1. b3 d5 2. Bb2 c5 3. e3 Nc6 4. f4 Nf6 5. Nf3 Bg4 6. h3 Bxf3 7. Qxf3 Ne4 8. Bb5 e6 9. Bxc6+ bxc6 10. Nc3 Qh4+ *
566nh,4r1k1/pp3ppn/4p3/1Pr5/5n2/PR3N1P/5PP1/1Q4K1 w - - 0 31,b3b4 c5c1 b1c1 f4e2 g1h2 e2c1,1591,75,96,16898,advantage attraction fork long middlegame sacrifice,https://lichess.org/1pNzuumK#60,,1622208,1pNzuumK,1. e4 d5 2. Nf3 c6 3. Be2 Bg4 4. h3 Bxf3 5. Bxf3 dxe4 6. Bxe4 Nf6 7. Bd3 e6 8. O-O Nbd7 9. Re1 Bc5 10. b3 O-O 11. Bb2 Re8 12. c4 Nb6 13. Bc2 Bd4 14. Nc3 Nbd7 15. Rb1 Nc5 16. b4 Na6 17. a3 Rc8 18. Ne2 Bxb2 19. Rxb2 c5 20. b5 Nc7 21. d4 cxd4 22. Nxd4 Qd6 23. Rb3 Qc5 24. Nf3 Qxc4 25. Ne5 Qd5 26. Qb1 Qc5 27. Nf3 Ncd5 28. Rc1 Nf4 29. Bxh7+ Nxh7 30. Rxc5 Rxc5 *
kT4iG,r1bq1k1r/1p1nnpbp/p2Np1p1/2Pp4/2P5/1P3N2/PB2PPPP/1R1QKB1R b K - 0 10,d7c5 b2g7 f8g7 d1d4 e6e5 d4c5,1640,75,95,15639,advantage attraction fork long opening,https://lichess.org/9rUvMnSU/black#19,English_Opening English_Opening_Symmetrical_Variation,1485705,9rUvMnSU,1. c4 c5 2. Nc3 g6 3. Nf3 Bg7 4. b3 e6 5. Bb2 d5 6. Rb1 Ne7 7. d4 Nd7 8. Nb5 a6 9. Nd6+ Kf8 10. dxc5 *
eWm8a,8/6nk/7p/6p1/Q7/P2K3P/rp3PP1/8 w - - 0 44,a4b3 a2a3 b3a3 b2b1q,1184,74,95,13515,advancedPawn advantage deflection endgame pin promotion short,https://lichess.org/qXqpo1uO#86,,1283925,qXqpo1uO,1. e4 e5 2. d3 d5 3. Bd2 d4 4. h3 Nf6 5. a3 Bd6 6. Nf3 O-O 7. Be2 Be6 8. O-O Nbd7 9. Re1 c5 10. Bf1 Rc8 11. c3 a5 12. Qc1 b5 13. Bh6 Kh8 14. Bg5 b4 15. cxd4 cxd4 16. Qd2 b3 17. Bh4 h6 18. Qd1 g5 19. Bg3 Rc2 20. Nbd2 a4 21. Rb1 Nh5 22. Bh2 f5 23. exf5 Bxf5 24. Nxe5 Nhf6 25. Qf3 Nxe5 26. Bxe5 Bxe5 27. Rxe5 Bh7 28. Qb7 Rxd2 29. Re7 Bxd3 30. Qa7 Bxf1 31. Kxf1 Re8 32. Rbe1 Rxe7 33. Rxe7 Rd1+ 34. Ke2 Rc1 35. Kd2 Rc2+ 36. Kd3 Rxb2 37. Rb7 Qg8 38. Rb8 Ne8 39. Qe7 Ng7 40. Rxg8+ Kxg8 41. Qd8+ Kh7 42. Qxd4 Ra2 43. Qxa4 b2 *
1ymmt,1r3rk1/p4pp1/3Np2p/2Pq4/3P2Q1/1P1n2P1/P4P1P/R4RK1 w - - 8 25,d6e4 f7f5 e4c3 f5g4 c3d5 e6d5,1488,74,94,16697,advantage fork long middlegame,https://lichess.org/QwdVcKiv#48,,1569518,QwdVcKiv,1. e4 d5 2. exd5 e6 3. Nf3 Nf6 4. c4 Be7 5. d3 c6 6. dxc6 bxc6 7. Nc3 Qc7 8. g3 Nbd7 9. Bg2 Nb6 10. O-O Bd7 11. Bf4 Bd6 12. Bxd6 Qxd6 13. b3 Qc7 14. d4 h6 15. Ne5 Bc8 16. Nxc6 O-O 17. Ne5 Bb7 18. Bxb7 Qxb7 19. c5 Nbd5 20. Nxd5 Nxd5 21. Qf3 Rab8 22. Nc4 Nb4 23. Qg4 Nd3 24. Nd6 Qd5 *
Oqw6T,Qn2k2r/p4ppp/3bp3/3p4/2q5/2N5/PPK1R2P/R1B5 w k - 1 21,a8d5 c4e2 c3e2 e6d5,1636,76,96,12771,advantage middlegame short,https://lichess.org/KNRLB4lX#40,,1226016,KNRLB4lX,1. e4 c6 2. d4 d5 3. e5 Bf5 4. c3 e6 5. Nf3 c5 6. Qb3 Qc7 7. Nh4 Ne7 8. Nxf5 Nxf5 9. Bd3 cxd4 10. Bxf5 Qxe5+ 11. Kf1 Qxf5 12. Qxb7 Qd3+ 13. Ke1 Qe4+ 14. Kd1 Qxg2 15. Re1 Qf3+ 16. Kd2 dxc3+ 17. Nxc3 Qxf2+ 18. Re2 Qd4+ 19. Kc2 Qc4 20. Qxa8 Bd6 *
IIaid,3rn1k1/p5pp/1q2pp2/8/1P1p4/P6Q/2r2PPP/2N1RRK1 b - - 0 27,e6e5 h3b3 g8h8 b3c2,1546,73,96,23121,advantage fork middlegame short,https://lichess.org/6EaMAG9Q/black#53,,2219616,6EaMAG9Q,1. e4 c5 2. Nf3 Nc6 3. Bc4 e6 4. d4 cxd4 5. Nxd4 Qb6 6. Nxc6 bxc6 7. O-O d5 8. exd5 cxd5 9. Bb3 Nf6 10. Be3 Qa5 11. Nc3 Be7 12. Ba4+ Bd7 13. Bxd7+ Nxd7 14. a3 O-O 15. Qg4 Nf6 16. Qg3 Rfd8 17. Bh6 Ne8 18. Bg5 f6 19. Bd2 Qb6 20. b4 Rac8 21. Rac1 Bd6 22. Qh3 Be5 23. Ne2 Bb2 24. Rce1 Rxc2 25. Be3 d4 26. Bc1 Bxc1 27. Nxc1 *
x198C,rr1q2k1/6p1/4p2R/1pppN1P1/p2P4/P1P5/1P2QP2/1K6 b - - 0 26,d8g5 h6h8 g8h8 e5f7 h8h7 f7g5,1483,76,96,23826,attraction crushing endgame fork long sacrifice,https://lichess.org/TM2I71Dn/black#51,,2287296,TM2I71Dn,1. d4 d5 2. Nf3 Bf5 3. Bf4 h6 4. h3 a6 5. a3 Nf6 6. e3 Nc6 7. Nbd2 e6 8. Bd3 Bd6 9. Bxd6 Qxd6 10. Nb3 Bg6 11. Qd2 O-O 12. O-O-O Ne4 13. Qe2 b5 14. g4 Rfb8 15. Kb1 a5 16. Nc5 a4 17. c3 Nxc5 18. Bxg6 fxg6 19. dxc5 Qxc5 20. Rd4 Nxd4 21. exd4 Qd6 22. Ne5 g5 23. h4 gxh4 24. Rxh4 c5 25. g5 Qd8 26. Rxh6 *
r0Pfk,r3kb1r/1p2ppp1/p1n2n2/q5B1/6b1/2NP1NPp/PPP1BP1P/R2Q1RK1 w kq - 1 12,a2a3 g4f3 e2f3 a5g5,1262,77,95,13240,advantage capturingDefender opening short,https://lichess.org/4Q07191l#22,Scandinavian_Defense Scandinavian_Defense_Blackburne_Gambit,1257800,4Q07191l,1. e4 d5 2. exd5 c6 3. dxc6 Nxc6 4. Nf3 Bg4 5. Be2 Nf6 6. O-O h5 7. Nc3 a6 8. d3 Qc7 9. Be3 h4 10. Bg5 h3 11. g3 Qa5 *
oOO4H,RQ6/5p2/4pqk1/1p4p1/1bp1B3/8/1P1r1PP1/5K2 b - - 10 29,g6h6 b8h2 h6g7 h2h8,1631,76,96,16512,endgame mate mateIn2 short,https://lichess.org/hDeAEzUS/black#57,,1585152,hDeAEzUS,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. Nf3 e6 5. Bg5 h6 6. Bh4 dxc4 7. e4 g5 8. Bg3 b5 9. Be5 Bb7 10. a4 a6 11. axb5 cxb5 12. Be2 Nc6 13. Bxf6 Qxf6 14. e5 Qe7 15. Ne4 Bg7 16. Nd6+ Kf8 17. h4 Rd8 18. hxg5 hxg5 19. Rxh8+ Bxh8 20. Qd2 Nxe5 21. dxe5 Bxf3 22. Bxf3 Bxe5 23. Qe3 Bxd6 24. Rxa6 Bb4+ 25. Kf1 Rd2 26. Ra8+ Kg7 27. Qe5+ Qf6 28. Qb8 Kg6 29. Be4+ *
4FRJG,q3k2r/3n1pp1/4p2p/1p2P3/1npP3B/5B2/1Q3PPP/5RK1 b k - 0 19,a8a4 f1a1 a4a1 b2a1,1391,73,95,20170,crushing middlegame short,https://lichess.org/XqdNFjJN/black#37,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense,1916150,XqdNFjJN,1. d4 d5 2. c4 Nf6 3. Nc3 dxc4 4. e4 e6 5. Nf3 Bb4 6. Qc2 b5 7. a3 Bxc3+ 8. bxc3 Bb7 9. e5 Nd5 10. Be2 Nd7 11. O-O c5 12. a4 cxd4 13. cxd4 a6 14. axb5 axb5 15. Rxa8 Qxa8 16. Bg5 h6 17. Bh4 Nb4 18. Qb2 Bxf3 19. Bxf3 *
PeMod,r1b3r1/1pp4k/p2p3p/3P1p2/1PPNn1qP/P1B1P3/2QN1p1R/2R4K w - - 7 33,d2e4 g4g1 c1g1 f2g1q,1281,78,96,24124,advancedPawn kingsideAttack mate mateIn2 middlegame promotion short,https://lichess.org/rjnECn0C#64,,2315904,rjnECn0C,1. c4 f5 2. Nc3 Nf6 3. g3 g6 4. Bg2 Bg7 5. e3 O-O 6. Nge2 d6 7. O-O e5 8. h3 Nc6 9. Kh2 a6 10. a3 e4 11. d4 h6 12. b4 Kh7 13. Bd2 g5 14. Rc1 Qe8 15. d5 Ne5 16. Nb1 Nf3+ 17. Bxf3 exf3 18. Nd4 g4 19. Bc3 Ne4 20. Qc2 Qh5 21. h4 Bf6 22. Rh1 Be5 23. Kg1 Bxg3 24. fxg3 Nxg3 25. Rh2 Ne4 26. Nd2 g3 27. Rh1 g2 28. Rh2 f2+ 29. Kxg2 Qg4+ 30. Kh1 Ng3+ 31. Kg2 Ne4+ 32. Kh1 Rg8 *
I1gYJ,2R2bk1/7p/3p4/3Pp1p1/3pPp2/1r3P2/2R1K1PP/8 w - - 6 42,c8d8 d4d3 e2d2 d3c2,1679,74,96,16170,advancedPawn crushing endgame fork master short,https://lichess.org/MuPVjkR6#82,,1552320,MuPVjkR6,1. d4 g6 2. c4 Bg7 3. e4 Nc6 4. Nf3 e5 5. d5 Nd4 6. Be3 c5 7. Be2 d6 8. O-O Nf6 9. Nc3 O-O 10. a3 Bd7 11. b4 b6 12. Ne1 Ne8 13. f3 f5 14. Rb1 f4 15. Bf2 Rb8 16. Nd3 Nf6 17. a4 g5 18. Nb5 Bxb5 19. axb5 Rf7 20. bxc5 bxc5 21. Bxd4 cxd4 22. c5 Ne8 23. c6 Rb6 24. Nb4 Nc7 25. Qa4 Qb8 26. Ra1 Nxb5 27. Na6 Nc3 28. Nxb8 Nxa4 29. Nd7 Rb4 30. Bd1 Nc3 31. Rxa7 Rc4 32. Bb3 Ne2+ 33. Kf2 Rc3 34. Kxe2 Rxb3 35. c7 Rc3 36. Ra8+ Bf8 37. c8=Q Rxc8 38. Rxc8 Rxd7 39. Rfc1 Rb7 40. R1c7 Rb2+ 41. Rc2 Rb3 *
zDgqy,r1bqk2r/pp2p1b1/2p2n1p/3pNpp1/3P4/2PBP3/PP1N1PPP/R2QK2R b KQkq - 0 11,f6e4 d1h5 e8f8 h5f7,1498,74,96,18589,mate mateIn2 opening short,https://lichess.org/GUybL2CK/black#21,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,1784544,GUybL2CK,1. d4 d5 2. c3 c6 3. Nf3 g6 4. Bg5 h6 5. Bh4 Bg7 6. Nbd2 f5 7. e3 g5 8. Bg3 Nf6 9. Be5 Nbd7 10. Bd3 Nxe5 11. Nxe5 *
b1m6c,2k3r1/ppp1b2p/8/2q2p1p/5Pn1/1P1P1n2/P1PB2P1/2RQ1R1K w - - 0 24,f1f3 g4f2 f3f2 c5f2 d1f3 f2d2,1484,76,97,14958,crushing fork long middlegame,https://lichess.org/4TBfWKfy#46,,1450926,4TBfWKfy,1. e4 f5 2. e5 g6 3. f4 d6 4. exd6 Nf6 5. dxe7 Bxe7 6. h4 Be6 7. h5 Bf7 8. Nc3 Nc6 9. d3 Qd4 10. Nf3 Qd6 11. Be2 gxh5 12. Ng5 Bd5 13. Nxd5 Qxd5 14. Bf3 Qa5+ 15. Bd2 Qb5 16. b3 O-O-O 17. O-O Ng4 18. Nf7 Qc5+ 19. Kh1 Rdg8 20. Nxh8 Rxh8 21. Qe2 Nd4 22. Qd1 Rg8 23. Rc1 Nxf3 *
wduxv,2kr2r1/ppp2p1p/6q1/8/8/P1B1PB1P/4QK2/RN6 w - - 2 24,b1d2 g6g3 f2f1 g3g1,1344,75,96,15452,mate mateIn2 middlegame short,https://lichess.org/y6ZeN7I4#46,,1483392,y6ZeN7I4,1. d4 e5 2. dxe5 d5 3. exd6 Bxd6 4. Nf3 Bg4 5. e3 Nf6 6. Be2 Qe7 7. Nd4 Bd7 8. Bd2 Nc6 9. Nf3 O-O-O 10. O-O Bf5 11. a3 g5 12. Nxg5 Rhg8 13. Nf3 Ng4 14. h3 Nxf2 15. Kxf2 Bg3+ 16. Kg1 Bxh3 17. gxh3 Qf6 18. Rf2 Bxf2+ 19. Kxf2 Ne5 20. Qf1 Nxf3 21. Bxf3 Qxb2 22. Bc3 Qxc2+ 23. Qe2 Qg6 *
GfpaH,2kr3r/ppq1bppp/4p3/4n3/QP1P4/P7/1B3PPP/RN3RK1 b - - 1 17,e5g4 f1c1 c7c1 b2c1,1363,77,96,20120,crushing middlegame pin short,https://lichess.org/C38CJ58d/black#33,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,1931520,C38CJ58d,1. e4 c6 2. Nf3 d5 3. e5 d4 4. b3 e6 5. Bb2 c5 6. Bb5+ Bd7 7. Bxd7+ Nxd7 8. c3 Ne7 9. cxd4 cxd4 10. Bxd4 Nc6 11. Bb2 Bb4 12. O-O Qc7 13. d4 O-O-O 14. a3 Be7 15. b4 Ndxe5 16. Nxe5 Nxe5 17. Qa4 *
ls340,8/8/p4pk1/1p1P1p2/2p5/2P2P2/P4KP1/8 b - - 2 43,g6f7 f2e3 f7e7 e3d4 e7d7 d4c5,1463,76,96,15391,crushing endgame long master pawnEndgame,https://lichess.org/2kxAmnLm/black#85,,1477536,2kxAmnLm,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3 Bxc3+ 5. bxc3 d5 6. cxd5 exd5 7. e3 O-O 8. Bd3 c5 9. Ne2 Nc6 10. O-O c4 11. Bc2 Re8 12. Ng3 h5 13. e4 h4 14. Nf5 Bxf5 15. exf5 Qd7 16. Bg5 Qd6 17. Bxh4 Ne7 18. Bg3 Qd7 19. Be5 Nxf5 20. Bxf6 Ne3 21. Qd2 gxf6 22. Rfe1 Nxc2 23. Qxc2 Re7 24. Qf2 Rae8 25. Qg3+ Kf8 26. h4 Re2 27. Rxe2 Rxe2 28. Re1 Rxe1+ 29. Qxe1 Qf5 30. Qe2 Qf4 31. Qe1 f5 32. h5 b5 33. Qe5 Qc1+ 34. Kh2 Qg5 35. Qd6+ Kg7 36. Qe5+ f6 37. Qxd5 Qxh5+ 38. Kg1 a6 39. Qd7+ Kg6 40. Qe8+ Kg5 41. Qxh5+ Kxh5 42. d5 Kg6 43. Kf2 *
VBUnZ,r5k1/p6p/3p2p1/2p1b2P/1PP1p2q/P2P3b/3B4/1R1Q1RNK w - - 0 28,d2e1 h3g2 h1g2 h4h2,1806,75,95,14516,attraction doubleCheck kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/IENWfuZh#54,,1379020,IENWfuZh,1. e4 c5 2. Nf3 g6 3. c4 Bg7 4. Nc3 d6 5. h3 Nc6 6. g3 Nf6 7. Bg2 Nb4 8. d3 Nd7 9. a3 Qa5 10. O-O Nc6 11. Bd2 Qd8 12. Rb1 Nde5 13. Qe2 Nxf3+ 14. Qxf3 Nd4 15. Qd1 Bd7 16. b4 O-O 17. Kh2 e5 18. Ne2 Ne6 19. f4 f5 20. exf5 Rxf5 21. Bxb7 Rh5 22. Bf3 Nxf4 23. Bxh5 Nxh5 24. g4 e4 25. gxh5 Qh4 26. Ng1 Be5+ 27. Kh1 Bxh3 *
GDy9X,2n2rk1/pp3rb1/3p2q1/3p2pp/1B1Pp3/PP2P2Q/1KPN1P1R/4R3 b - - 0 26,f7f2 h2f2 f8f2 h3c8,1377,78,95,19879,advantage middlegame short,https://lichess.org/VpSKsATY/black#51,,1888505,VpSKsATY,1. d3 Nf6 2. e3 g6 3. a3 Bg7 4. Nd2 d6 5. h3 O-O 6. Be2 Nbd7 7. g4 e5 8. h4 Re8 9. g5 Nd5 10. Bf3 c6 11. Bxd5 cxd5 12. Qf3 Nb6 13. Qg3 e4 14. d4 f6 15. h5 fxg5 16. hxg6 h6 17. b3 Qf6 18. Bb2 Qxg6 19. O-O-O h5 20. Nh3 Bg4 21. Rde1 Rf8 22. Rh2 Rf7 23. Bc3 Raf8 24. Bb4 Nc8 25. Kb2 Bxh3 26. Qxh3 *
orjzh,r3kb1r/ppp1ppp1/2n2n2/3p4/3P1BqN/2P3P1/PP1NPPKP/R2Q1R2 w kq - 1 11,e2e3 h8h4 d1g4 h4g4,1335,74,95,18231,advantage master middlegame pin short,https://lichess.org/Wslyy6cv#20,Queens_Pawn_Game Queens_Pawn_Game_Symmetrical_Variation,1731945,Wslyy6cv,1. Nf3 d5 2. d4 Nf6 3. g3 Bg4 4. Bg2 Nc6 5. c3 Qd7 6. O-O Bh3 7. Bf4 h5 8. Nbd2 h4 9. Nxh4 Bxg2 10. Kxg2 Qg4 *
Q8LRE,r1b2nk1/1pq3p1/p1n5/3pp1NQ/3P4/2P1B3/P5PP/5RK1 b - - 3 20,c8e6 f1f8 g8f8 g5e6,1969,78,95,13348,attraction crushing kingsideAttack middlegame short,https://lichess.org/MOrJdaXp/black#39,,1268060,MOrJdaXp,1. d4 d5 2. c4 c6 3. cxd5 cxd5 4. Nc3 Nf6 5. f3 e6 6. e4 Nc6 7. e5 Nd7 8. f4 Bb4 9. Nf3 Qb6 10. Be3 f6 11. Bd3 O-O 12. O-O a6 13. f5 exf5 14. Bxf5 Bxc3 15. bxc3 fxe5 16. Ng5 Nf6 17. Bxh7+ Nxh7 18. Rxf8+ Nxf8 19. Qh5 Qc7 20. Rf1 *
S4M0J,2r3k1/8/p3prp1/3p2q1/bPpQ2Bp/P6P/5PP1/R1R3K1 b - - 1 32,f6f4 g4e6 g8h7 d4a7 h7h6 e6c8,1742,75,95,13154,crushing exposedKing fork long middlegame,https://lichess.org/FFby6kls/black#63,,1249630,FFby6kls,1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 a6 6. Be2 c4 7. O-O Nge7 8. Bg5 h6 9. Be3 g6 10. Na3 Nf5 11. Qc1 Bg7 12. Bd2 b5 13. Nc2 h5 14. Nb4 Bd7 15. Bg5 Qc7 16. b3 Nxb4 17. cxb4 Nh6 18. bxc4 bxc4 19. a3 Ba4 20. Qc3 Rc8 21. Rfc1 O-O 22. Qe3 Nf5 23. Qc3 Bh6 24. Bxh6 Nxh6 25. Ng5 Qe7 26. Qg3 Nf5 27. Qf4 Nxd4 28. Qxd4 Qxg5 29. Bf3 h4 30. h3 f6 31. exf6 Rxf6 32. Bg4 *
cYPbK,rn1r2k1/ppp2ppp/8/3BP3/4P3/4Kn2/PP3P1P/R2N3R b - - 1 15,f3e5 d5b7 b8c6 b7a8,1209,74,97,13339,advantage middlegame short trappedPiece,https://lichess.org/P4NokbVo/black#29,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations,1293883,P4NokbVo,1. d4 d5 2. c4 dxc4 3. Nc3 e5 4. dxe5 Qxd1+ 5. Nxd1 Bb4+ 6. Bd2 Bxd2+ 7. Kxd2 Ne7 8. e4 O-O 9. Bxc4 Rd8+ 10. Kc2 Nec6 11. Nf3 Bg4 12. Bd5 Bxf3 13. gxf3 Nd4+ 14. Kd3 Nxf3 15. Ke3 *
